time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-07-11T04:43:16.260Z,19.3711666666667,-155.2945,-1.08,3.27,ml,22,101,,0.52,hv,hv70395631,2023-08-28T21:14:14.260Z,"10 km SW of Volcano, Hawaii",earthquake,0.37,0.48,0.145979039868664,9,reviewed,hv,hv
2018-07-13T20:32:16.290Z,19.3273333333333,-155.293833333333,10.78,3.27,ml,21,133,,0.42,hv,hv70418127,2023-09-11T18:24:45.260Z,"14 km SSW of Volcano, Hawaii",earthquake,1.12,1.36,0.308491509715949,8,reviewed,hv,hv
2018-07-14T04:59:59.730Z,19.3978333333333,-155.288666666667,0.8,3.27,ml,22,50,,0.11,hv,hv70419837,2023-09-12T23:04:15.030Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.0822198848583877,8,reviewed,hv,hv
2018-07-17T23:24:02.730Z,19.4153333,-155.2728333,1.37,3.27,ml,27,38,0.01039,0.06,hv,hv70437887,2018-10-04T14:15:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.076,11,reviewed,hv,hv
2018-07-19T07:27:11.940Z,19.3978333,-155.2678333,0.09,3.27,ml,35,42,0.001748,0.1,hv,hv70444357,2018-10-04T14:15:27.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.09,0.157,13,reviewed,hv,hv
2018-07-19T21:53:47.250Z,19.4126666666667,-155.282,0.17,3.27,ml,35,29,,0.1,hv,hv70447227,2022-04-27T01:53:16.740Z,"6 km WSW of Volcano, Hawaii",earthquake,0.12,0.12,0.172203317664734,16,reviewed,hv,hv
2018-07-21T01:29:06.980Z,19.4348333333333,-155.251666666667,-1.12,3.27,ml,21,153,,0.44,hv,hv70452767,2023-10-13T00:21:30.460Z,"2 km WSW of Volcano, Hawaii",earthquake,0.32,0.41,0.127005359745667,8,reviewed,hv,hv
2018-07-23T04:36:37.910Z,19.4088333333333,-155.274,0.79,3.27,ml,22,42,,0.12,hv,hv70463162,2023-10-24T17:50:03.190Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.18,0.200009089118284,14,reviewed,hv,hv
2018-07-26T09:57:35.310Z,19.4213333,-155.2691667,0.01,3.27,ml,13,68,0.005884,0.11,hv,hv70478567,2018-10-09T16:43:24.040Z,"4 km WSW of Volcano, Hawaii",earthquake,0.19,0.16,0.128,9,reviewed,hv,hv
2018-07-26T21:43:25.300Z,19.413,-155.2653333,0.62,3.27,ml,21,76,0.005229,0.05,hv,hv70481012,2018-10-09T16:43:24.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.2,0.19,0.169,47,reviewed,hv,hv
2018-07-28T01:08:43.000Z,19.4066667,-155.2903333,1.02,3.27,ml,26,43,0.009129,0.1,hv,hv70486302,2018-10-09T16:43:25.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.188,40,reviewed,hv,hv
2018-07-29T15:59:59.000Z,19.398,-155.2803333,-0.73,3.27,ml,34,33,0.006836,0.16,hv,hv70493892,2018-10-09T16:43:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.15,0.182,28,reviewed,hv,hv
2018-07-30T20:53:07.840Z,19.401,-155.2633333,0.15,3.27,ml,29,66,0.003744,0.1,hv,hv70499447,2018-10-16T15:34:09.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.11,0.1,0.209,22,reviewed,hv,hv
2018-07-12T19:11:54.020Z,19.4163333333333,-155.272,1.64,3.26,ml,22,41,,0.14,hv,hv70413312,2023-09-06T21:22:54.260Z,"Island of Hawaii, Hawaii",earthquake,0.3,0.23,0.207375387666259,13,reviewed,hv,hv
2018-07-12T22:59:10.000Z,19.396,-155.275333333333,1.39,3.26,ml,24,41,,0.11,hv,hv70413997,2023-09-07T02:42:16.380Z,"Island of Hawaii, Hawaii",earthquake,0.16,0.17,0.18630710113638,14,reviewed,hv,hv
2018-07-13T15:19:11.260Z,19.4116667,-155.2605,0.23,3.26,ml,46,32,0.0007215,0.12,hv,hv70417097,2018-10-02T16:40:37.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.152,46,reviewed,hv,hv
2018-07-13T22:06:16.830Z,19.4175,-155.2663333,0.35,3.26,ml,25,57,0.0075,0.12,hv,hv70418437,2018-10-02T16:40:40.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.15,0.168,43,reviewed,hv,hv
2018-07-16T08:39:30.780Z,19.3988333333333,-155.289333333333,0.82,3.26,ml,22,50,,0.09,hv,hv70430232,2023-09-21T22:55:34.850Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.18,0.249945771375379,20,reviewed,hv,hv
2018-07-19T19:14:32.320Z,19.4111667,-155.283,0.65,3.26,ml,19,56,0.006544,0.05,hv,hv70446737,2018-10-04T14:15:27.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.2,0.159,21,reviewed,hv,hv
2018-07-19T20:47:21.800Z,19.418,-155.2573333,0.34,3.26,ml,28,108,0.006058,0.12,hv,hv70447032,2018-08-24T00:15:14.840Z,"3 km SW of Volcano, Hawaii",earthquake,0.15,0.09,0.187,42,reviewed,hv,hv
2018-07-20T19:02:31.530Z,19.4121667,-155.2645,-0.24,3.26,ml,27,73,0.004364,0.12,hv,hv70451472,2018-10-04T14:15:28.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.1,0.11,0.184,43,reviewed,hv,hv
2018-07-21T09:45:20.240Z,19.4118333333333,-155.2775,0.49,3.26,ml,34,45,,0.11,hv,hv70454452,2022-03-29T00:16:59.510Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.23079874416523,14,reviewed,hv,hv
2018-07-24T07:41:41.530Z,19.415,-155.2728333,0.64,3.26,ml,23,48,0.01069,0.11,hv,hv70468647,2018-10-09T16:43:22.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.253,14,reviewed,hv,hv
2018-07-24T16:06:28.430Z,19.4115,-155.2636667,0.37,3.26,ml,24,68,0.003624,0.09,hv,hv70470387,2018-10-09T16:43:22.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.22,45,reviewed,hv,hv
2018-07-26T11:25:11.940Z,19.4115,-155.2835,0.5,3.26,ml,31,28,,0.08,hv,hv70478847,2022-05-02T22:34:23.320Z,"6 km WSW of Volcano, Hawaii",earthquake,0.12,0.1,0.187008650389506,10,reviewed,hv,hv
2018-07-28T03:17:58.730Z,19.4101667,-155.2826667,0.43,3.26,ml,26,53,0.007577,0.1,hv,hv70486692,2018-10-09T16:43:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.152,51,reviewed,hv,hv
2018-07-29T08:31:07.350Z,19.4076667,-155.2868333,1.35,3.26,ml,46,24,0.01027,0.11,hv,hv70492367,2019-07-10T03:33:37.500Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.1,0.153,19,reviewed,hv,hv
2018-07-31T16:27:25.970Z,19.4053333333333,-155.29,1.07,3.26,ml,27,38,,0.12,hv,hv70503502,2022-05-28T02:06:11.910Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.16,0.136040182730137,13,reviewed,hv,hv
2018-10-14T21:13:38.590Z,18.88,-155.2251667,11.55,3.26,ml,25,271,0.354,0.1,hv,hv70652677,2018-12-21T21:15:52.040Z,"42 km ESE of Naalehu, Hawaii",earthquake,0.7,0.53,0.171,52,reviewed,hv,hv
2018-08-02T03:24:40.540Z,19.3983333,-155.2703333,0.32,3.25,ml,33,46,0.004061,0.08,hv,hv70510247,2018-10-16T15:34:07.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.178,52,reviewed,hv,hv
2018-08-03T21:22:35.950Z,19.4156666666667,-155.271166666667,0.04,3.25,ml,22,50,,0.12,hv,hv70518022,2022-05-25T19:58:45.260Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.19148508643897,14,reviewed,hv,hv
2018-07-11T14:44:47.320Z,19.4096667,-155.2783333,0.66,3.25,ml,31,44,0.009636,0.1,hv,hv70397806,2018-10-02T16:40:34.040Z,"Island of Hawaii, Hawaii",earthquake,0.12,0.14,0.166,36,reviewed,hv,hv
2018-07-11T15:26:51.020Z,19.4126667,-155.2656667,0.1,3.25,ml,25,73,0.005495,0.1,hv,hv70397956,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.13,0.106,18,reviewed,hv,hv
2018-07-12T19:12:52.780Z,19.4138333,-155.2636667,0.57,3.25,ml,34,70,0.003976,0.1,hv,hv70413317,2018-10-02T16:40:36.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.2,43,reviewed,hv,hv
2018-07-13T00:34:31.750Z,19.4135,-155.265,0.17,3.25,ml,31,64,0.005035,0.12,hv,hv70414327,2022-08-08T06:02:23.169Z,"4 km SW of Volcano, Hawaii",earthquake,0.17,0.14,0.143,34,reviewed,hv,hv
2018-07-16T21:37:43.460Z,19.4133333,-155.265,0.52,3.25,ml,30,72,0.004992,0.09,hv,hv70432907,2018-10-04T14:15:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.127,37,reviewed,hv,hv
2018-07-18T11:20:49.560Z,19.4163333,-155.278,0.76,3.25,ml,26,56,0.005904,0.07,hv,hv70440347,2019-10-18T02:18:23.250Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.13,0.171,45,reviewed,hv,hv
2018-07-21T02:31:03.980Z,19.4098333333333,-155.275166666667,0.47,3.25,ml,29,37,,0.11,hv,hv70453007,2022-06-09T00:08:30.120Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.0712022450839549,10,reviewed,hv,hv
2018-07-21T06:59:41.980Z,19.3995,-155.262,0.26,3.25,ml,24,83,,0.15,hv,hv70453827,2024-01-17T22:09:40.968Z,"5 km SSW of Volcano, Hawaii",earthquake,0.17,0.19,0.0975835087000592,12,reviewed,hv,hv
2018-07-24T14:58:39.620Z,19.411,-155.286833333333,0.66,3.25,ml,29,33,,0.09,hv,hv70470147,2022-04-22T23:02:57.690Z,"6 km WSW of Volcano, Hawaii",earthquake,0.13,0.1,0.248361824922724,9,reviewed,hv,hv
2018-07-27T18:38:41.560Z,19.3978333,-155.274,0.36,3.25,ml,24,44,0.002475,0.12,hv,hv70485047,2019-10-21T22:04:10.350Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.247,25,reviewed,hv,hv
2018-07-12T07:45:14.640Z,19.4095,-155.273666666667,-1.1,3.24,md,24,41,,0.24,hv,hv70410977,2023-08-31T03:06:43.470Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.21,0.138478309707653,6,reviewed,hv,hv
2018-07-16T03:38:52.090Z,19.4155,-155.2598333,0.47,3.24,ml,30,92,0.003395,0.11,hv,hv70429267,2018-10-04T14:15:27.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.18,0.16,0.189,38,reviewed,hv,hv
2018-07-22T10:11:43.830Z,19.4126667,-155.2625,0.09,3.24,ml,46,36,0.002542,0.11,hv,hv70459507,2018-10-04T14:15:29.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.183,44,reviewed,hv,hv
2018-07-24T01:34:10.750Z,19.3218333333333,-155.2465,7.27,3.24,ml,16,95,,0.12,hv,hv70467407,2023-10-26T01:36:28.920Z,"13 km S of Volcano, Hawaii",earthquake,0.51,0.85,0.0838431424902302,8,reviewed,hv,hv
2018-07-31T10:25:04.350Z,19.396,-155.2791667,1,3.24,ml,24,39,0.005252,0.11,hv,hv70502212,2018-10-16T15:34:09.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.139,30,reviewed,hv,hv
2018-07-11T04:46:46.500Z,19.4086666666667,-155.270333333333,0.69,3.23,ml,30,39,,0.1,hv,hv70395646,2022-07-26T03:30:08.310Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.15,0.107685018190076,12,reviewed,hv,hv
2018-07-11T08:57:21.350Z,19.4086666666667,-155.2485,-0.49,3.23,ml,24,122,,0.23,hv,hv70396536,2023-08-29T20:58:47.760Z,"4 km SSW of Volcano, Hawaii",earthquake,0.15,0.24,0.127688260254135,8,reviewed,hv,hv
2018-07-12T20:30:19.790Z,19.4095,-155.267166666667,0.97,3.23,ml,29,45,,0.11,hv,hv70413567,2023-09-06T22:13:43.670Z,"Island of Hawaii, Hawaii",earthquake,0.16,0.14,0.281998567437044,17,reviewed,hv,hv
2018-07-19T08:17:39.050Z,19.3953333333333,-155.2805,0.61,3.23,md,22,50,,0.15,hv,hv70444532,2023-10-04T20:52:03.490Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.18,0.0405614998308925,7,reviewed,hv,hv
2018-07-22T16:59:16.660Z,19.3993333333333,-155.2735,1.38,3.23,ml,24,50,,0.1,hv,hv70460877,2023-10-19T00:20:25.710Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.16,0.12394554584631,14,reviewed,hv,hv
2018-07-22T20:00:25.810Z,19.3985,-155.2811667,0.04,3.23,ml,24,38,0.007755,0.1,hv,hv70461472,2018-10-04T14:15:29.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.17,0.19,31,reviewed,hv,hv
2018-07-24T04:43:59.780Z,19.4096666666667,-155.272,0.62,3.23,ml,27,40,,0.11,hv,hv70468047,2023-10-26T23:19:50.890Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.11,0.147837624179818,16,reviewed,hv,hv
2018-07-29T13:57:44.710Z,19.4116666666667,-155.2575,0.57,3.23,ml,24,113,,0.2,hv,hv70493467,2023-11-21T20:20:44.440Z,"4 km SW of Volcano, Hawaii",earthquake,0.22,0.18,0.154737749559364,14,reviewed,hv,hv
2018-07-11T01:02:43.590Z,19.4243333333333,-155.271666666667,1.22,3.22,ml,20,58,,0.14,hv,hv70394871,2023-08-26T00:04:51.040Z,"4 km WSW of Volcano, Hawaii",earthquake,0.2,0.19,0.195473248110635,12,reviewed,hv,hv
2018-07-11T11:19:12.600Z,19.4265,-155.288833333333,0.24,3.22,md,14,81,,0.21,hv,hv70397101,2023-08-29T23:24:46.470Z,"Island of Hawaii, Hawaii",earthquake,0.36,0.18,0.010229758824148,2,reviewed,hv,hv
2018-07-12T13:43:43.360Z,19.413,-155.2636667,0.33,3.22,ml,37,47,0.00369,0.09,hv,hv70412222,2018-10-02T16:40:35.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.09,0.198,44,reviewed,hv,hv
2018-07-15T00:29:29.190Z,19.417,-155.273666666667,0.52,3.22,ml,20,46,,0.17,hv,hv70423842,2023-09-15T19:28:27.120Z,"5 km SW of Volcano, Hawaii",earthquake,0.19,0.18,0.0804608695359565,5,reviewed,hv,hv
2018-07-15T09:48:57.760Z,19.4101667,-155.2765,0.69,3.22,ml,41,34,0.01034,0.09,hv,hv70425862,2019-08-01T03:16:00.170Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.25,15,reviewed,hv,hv
2018-07-15T11:45:17.380Z,19.398,-155.291333333333,0.68,3.22,ml,22,58,,0.11,hv,hv70426262,2023-09-19T21:58:23.740Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.105790499450753,7,reviewed,hv,hv
2018-07-16T19:12:06.460Z,19.4135,-155.2658333,0.62,3.22,ml,29,68,0.005795,0.08,hv,hv70432347,2018-10-04T14:15:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.19,0.14,0.153,31,reviewed,hv,hv
2018-07-16T22:01:13.740Z,19.063,-155.011333333333,16.1,3.22,ml,21,284,,0.09,hv,hv70432997,2023-09-26T19:03:41.830Z,"Island of Hawaii, Hawaii",earthquake,1.15,13.14,0.176966057367395,50,reviewed,hv,hv
2018-07-18T03:05:53.470Z,19.4306666666667,-155.243333333333,-1.09,3.22,ml,22,151,,0.49,hv,hv70438707,2023-09-29T19:59:08.320Z,"1 km SW of Volcano, Hawaii",earthquake,0.42,0.49,0.276527144280388,10,reviewed,hv,hv
2018-07-18T09:21:19.640Z,19.4088333333333,-155.2675,0.49,3.22,ml,35,42,,0.1,hv,hv70439952,2022-04-07T21:51:43.700Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.154176526290916,13,reviewed,hv,hv
2018-07-19T19:01:13.770Z,19.4085,-155.2675,0.67,3.22,ml,25,40,,0.1,hv,hv70446702,2023-10-09T22:22:09.930Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.170211056379806,14,reviewed,hv,hv
2018-07-21T03:17:02.030Z,19.4013333,-155.2656667,0.25,3.22,ml,25,70,0.003094,0.1,hv,hv70453142,2019-10-21T19:34:06.250Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.142,12,reviewed,hv,hv
2018-07-21T15:38:56.580Z,19.3951664,-155.2680054,-0.64,3.22,ml,19,72,0.003582,0.35,hv,hv70455772,2018-07-21T23:41:33.577Z,"6 km SW of Volcano, Hawaii",earthquake,0.32,0.19,0.47,16,automatic,hv,hv
2018-07-21T19:05:52.070Z,19.1788333,-155.6885,10.15,3.22,ml,17,83,0.05898,0.1,hv,hv70456517,2020-05-03T08:32:33.940Z,"14 km NNW of Wai‘?hinu, Hawaii",earthquake,0.46,0.66,0.13,13,reviewed,hv,hv
2018-07-26T08:30:52.500Z,19.4088333,-155.2503333,-0.92,3.22,ml,48,60,0.009572,0.23,hv,hv70478302,2019-02-02T02:57:53.270Z,"4 km SSW of Volcano, Hawaii",earthquake,0.14,0.19,0.204,44,reviewed,hv,hv
2018-08-07T05:42:55.760Z,19.7215,-155.4043333,20.77,3.22,ml,40,61,0.07279,0.14,hv,hv70528232,2018-10-17T18:11:47.040Z,"32 km W of Wainaku, Hawaii",earthquake,0.34,0.93,0.207,32,reviewed,hv,hv
2018-07-14T19:07:14.250Z,19.4128333,-155.2631667,0.2,3.21,ml,40,47,0.003192,0.11,hv,hv70422682,2018-10-02T16:40:41.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.09,0.188,43,reviewed,hv,hv
2018-07-16T18:13:49.540Z,19.407,-155.288333333333,1.26,3.21,ml,31,39,,0.1,hv,hv70432177,2022-04-12T20:45:00.400Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.197736894221149,19,reviewed,hv,hv
2018-07-25T15:37:20.340Z,19.4005,-155.2736667,1.56,3.21,ml,26,48,0.005105,0.08,hv,hv70475047,2018-10-09T16:43:23.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.17,0.184,19,reviewed,hv,hv
2018-07-29T16:44:14.480Z,19.3943333333333,-155.2625,0.26,3.21,ml,29,79,,0.18,hv,hv70494042,2023-11-21T22:08:55.450Z,"6 km SSW of Volcano, Hawaii",earthquake,0.17,0.15,0.151771423592534,10,reviewed,hv,hv
2018-07-29T19:06:32.330Z,19.3986666666667,-155.262833333333,0.2,3.21,ml,24,81,,0.16,hv,hv70494477,2023-11-22T00:20:23.120Z,"5 km SSW of Volcano, Hawaii",earthquake,0.18,0.13,0.100161231400018,8,reviewed,hv,hv
2018-07-11T05:10:44.350Z,19.4065,-155.2865,1.2,3.2,ml,39,29,0.01133,0.09,hv,hv70395736,2019-02-13T02:19:36.650Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.1,0.142,32,reviewed,hv,hv
2018-07-12T14:16:28.440Z,19.4095,-155.268666666667,0.93,3.2,ml,22,43,,0.12,hv,hv70412347,2023-09-05T19:28:04.300Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.246509392024059,15,reviewed,hv,hv
2018-07-20T22:00:28.880Z,19.3978333333333,-155.2905,1.01,3.2,ml,23,56,,0.1,hv,hv70452067,2023-10-12T21:23:22.320Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.150799002654024,11,reviewed,hv,hv
2018-07-21T02:40:44.540Z,19.4215,-155.277666666667,1.23,3.2,ml,19,57,,0.16,hv,hv70453022,2023-10-13T20:31:16.430Z,"Island of Hawaii, Hawaii",earthquake,0.22,0.14,,1,reviewed,hv,hv
2018-07-21T09:43:48.520Z,19.4141674,-155.2565002,-0.18,3.2,ml,28,101,0.0038,0.37,hv,hv70454447,2018-07-21T09:49:33.350Z,"3 km SW of Volcano, Hawaii",earthquake,0.58,0.32,3.55,30,automatic,hv,hv
2018-07-21T16:21:25.890Z,19.4028339,-155.2668304,0.59,3.2,ml,50,36,0.00463,0.32,hv,hv70455947,2018-07-21T16:27:06.800Z,"5 km SW of Volcano, Hawaii",earthquake,0.31,0.26,3.34,37,automatic,hv,hv
2018-07-23T03:24:46.040Z,19.4151667,-155.276,0.76,3.2,ml,33,40,0.008035,0.08,hv,hv70462917,2018-10-09T16:43:21.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.09,0.183,15,reviewed,hv,hv
2018-07-24T07:45:17.550Z,19.4125,-155.285,0.64,3.2,ml,38,27,,0.09,hv,hv70468652,2022-04-22T03:48:53.360Z,"6 km WSW of Volcano, Hawaii",earthquake,0.13,0.09,0.1046249001536,13,reviewed,hv,hv
2018-07-25T21:18:59.720Z,19.3991666666667,-155.273,1.5,3.2,ml,32,45,,0.09,hv,hv70476127,2022-07-13T18:59:35.990Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.1661080094401,15,reviewed,hv,hv
2018-07-29T14:49:25.210Z,19.3981666666667,-155.266,0.46,3.2,ml,23,73,,0.12,hv,hv70493647,2023-11-21T20:49:29.300Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.104824771343948,13,reviewed,hv,hv
2018-07-29T17:02:29.770Z,19.4128333,-155.2628333,0.22,3.2,ml,39,36,0.002887,0.1,hv,hv70494107,2019-03-09T01:53:27.770Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.12,0.149,41,reviewed,hv,hv
2018-07-30T20:54:14.530Z,19.4138333,-155.2633333,0.4,3.2,ml,34,60,0.003696,0.1,hv,hv70499452,2019-03-12T03:00:41.440Z,"4 km SW of Volcano, Hawaii",earthquake,0.19,0.14,0.183,27,reviewed,hv,hv
2018-08-01T03:03:02.640Z,19.465,-155.137333333333,3.19,3.2,ml,13,266,,0.28,hv,hv70505597,2023-12-08T19:55:17.420Z,"0 km WSW of Fern Forest, Hawaii",earthquake,2.06,31.61,0.160105734114641,6,reviewed,hv,hv
2018-08-01T15:39:06.050Z,19.417,-155.269666666667,0.63,3.19,ml,26,44,,0.1,hv,hv70508027,2022-03-28T22:15:56.740Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.12,0.27047849276123,19,reviewed,hv,hv
2018-08-02T11:54:34.520Z,19.416,-155.2726667,0.2,3.19,ml,25,44,0.009872,0.11,hv,hv70511872,2019-01-16T23:59:20.640Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.12,0.147,23,reviewed,hv,hv
2018-07-11T15:31:47.980Z,19.4055,-155.288166666667,0.33,3.19,ml,22,38,,0.13,hv,hv70397971,2023-08-30T19:34:40.810Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.16,0.210737974483647,11,reviewed,hv,hv
2018-07-19T15:56:25.940Z,19.4131667,-155.2616667,0.27,3.19,ml,24,90,0.002002,0.13,hv,hv70446087,2019-02-07T01:27:46.560Z,"4 km SW of Volcano, Hawaii",earthquake,0.16,0.15,0.142,17,reviewed,hv,hv
2018-07-26T12:51:45.330Z,19.3968333333333,-155.263833333333,0.19,3.19,ml,23,82,,0.17,hv,hv70479127,2023-11-07T23:53:43.310Z,"5 km SSW of Volcano, Hawaii",earthquake,0.17,0.15,0.285078409159155,13,reviewed,hv,hv
2018-07-29T15:37:00.310Z,19.3986666666667,-155.2595,-0.04,3.19,ml,26,93,,0.24,hv,hv70493827,2023-11-21T21:39:14.410Z,"5 km SSW of Volcano, Hawaii",earthquake,0.22,0.21,0.16725120422511,10,reviewed,hv,hv
2018-07-12T05:12:41.420Z,19.4123333,-155.2658333,-0.42,3.18,ml,46,47,0.005627,0.14,hv,hv70410532,2018-10-02T16:40:35.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.194,42,reviewed,hv,hv
2018-07-13T21:35:56.730Z,19.4095,-155.274666666667,1.05,3.18,ml,19,43,,0.12,hv,hv70418317,2023-09-11T20:15:29.800Z,"5 km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.0798696510113328,6,reviewed,hv,hv
2018-07-16T09:48:08.950Z,19.4086666666667,-155.264,1.29,3.18,ml,24,48,,0.19,hv,hv70430457,2023-09-22T00:08:34.800Z,"4 km SW of Volcano, Hawaii",earthquake,0.21,0.17,0.211307332704047,13,reviewed,hv,hv
2018-07-26T11:15:20.790Z,19.4266663,-155.2696686,0.65,3.18,ml,16,90,0.001919,0.19,hv,hv70478817,2018-07-26T11:21:27.500Z,"4 km WSW of Volcano, Hawaii",earthquake,0.27,0.21,3.22,33,automatic,hv,hv
2018-07-28T06:27:38.160Z,19.3945,-155.2783333,0.22,3.18,ml,37,46,0.004511,0.11,hv,hv70487287,2019-02-02T01:04:04.504Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.17,45,reviewed,hv,hv
2018-07-31T10:13:38.770Z,19.4106666666667,-155.278666666667,0.93,3.18,ml,22,51,,0.1,hv,hv70502162,2023-12-07T23:51:51.020Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.18538644295848,10,reviewed,hv,hv
2018-08-01T15:36:52.820Z,19.4003333333333,-155.2675,0.15,3.18,ml,28,61,,0.11,hv,hv70508012,2022-05-27T19:48:00.260Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.164488956696752,14,reviewed,hv,hv
2018-08-01T15:37:43.820Z,19.4003333,-155.2733333,0.34,3.18,ml,25,49,0.004948,0.09,hv,hv70508022,2019-01-17T00:46:32.820Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.242,28,reviewed,hv,hv
2018-07-30T23:39:04.710Z,19.3995,-155.2625,0.46,3.17,ml,30,71,,0.15,hv,hv70499992,2023-11-28T22:09:07.120Z,"5 km SSW of Volcano, Hawaii",earthquake,0.12,0.13,0.210127197563748,14,reviewed,hv,hv
2018-08-01T20:33:37.510Z,19.4438333333333,-155.231166666667,-1.1,3.17,ml,20,188,,0.56,hv,hv70508997,2023-12-12T23:00:27.920Z,"0 km ENE of Volcano, Hawaii",earthquake,0.91,0.62,0.201334955493365,12,reviewed,hv,hv
2018-07-11T11:04:12.370Z,19.4135,-155.2696667,-0.95,3.17,ml,30,45,0.009346,0.13,hv,hv70397046,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.08,0.13,0.209,45,reviewed,hv,hv
2018-07-13T22:08:41.420Z,19.4168333333333,-155.274166666667,1.34,3.17,ml,24,38,,0.1,hv,hv70418442,2023-09-11T20:58:07.520Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.178454434390142,11,reviewed,hv,hv
2018-07-18T01:48:08.270Z,19.3996667,-155.2688333,0.16,3.17,ml,28,55,0.003,0.09,hv,hv70438432,2018-10-04T14:15:26.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.163,14,reviewed,hv,hv
2018-07-18T09:00:48.960Z,19.4125,-155.269,0.79,3.17,ml,21,56,,0.09,hv,hv70439877,2023-10-02T20:42:17.060Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.144231592169346,12,reviewed,hv,hv
